MTU (UTC),DateTime,Generation - Solar [MW] Day Ahead/ BZN|EE,Generation - Solar [MW] Intraday / BZN|EE,Generation - Solar [MW] Current / BZN|EE,Generation - Wind Offshore [MW] Day Ahead/ BZN|EE,Generation - Wind Offshore [MW] Intraday / BZN|EE,Generation - Wind Offshore [MW] Current / BZN|EE,Generation - Wind Onshore [MW] Day Ahead/ BZN|EE,Generation - Wind Onshore [MW] Intraday / BZN|EE,Generation - Wind Onshore [MW] Current / BZN|EE
09.01.2024 09:00 - 09.01.2024 10:00,09.01.2024 09:00,5,n/e,n/e,n/e,n/e,n/e,198,n/e,n/e
09.01.2024 10:00 - 09.01.2024 11:00,09.01.2024 10:00,7,n/e,n/e,n/e,n/e,n/e,210,n/e,n/e
09.01.2024 11:00 - 09.01.2024 12:00,09.01.2024 11:00,6,n/e,n/e,n/e,n/e,n/e,217,n/e,n/e
09.01.2024 12:00 - 09.01.2024 13:00,09.01.2024 12:00,3,n/e,n/e,n/e,n/e,n/e,222,n/e,n/e
09.01.2024 13:00 - 09.01.2024 14:00,09.01.2024 13:00,1,n/e,n/e,n/e,n/e,n/e,224,n/e,n/e
09.01.2024 14:00 - 09.01.2024 15:00,09.01.2024 14:00,0,n/e,n/e,n/e,n/e,n/e,221,n/e,n/e
09.01.2024 15:00 - 09.01.2024 16:00,09.01.2024 15:00,0,n/e,n/e,n/e,n/e,n/e,212,n/e,n/e
09.01.2024 16:00 - 09.01.2024 17:00,09.01.2024 16:00,0,n/e,n/e,n/e,n/e,n/e,202,n/e,n/e
09.01.2024 17:00 - 09.01.2024 18:00,09.01.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,186,n/e,n/e
09.01.2024 18:00 - 09.01.2024 19:00,09.01.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,169,n/e,n/e
09.01.2024 19:00 - 09.01.2024 20:00,09.01.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,154,n/e,n/e
09.01.2024 20:00 - 09.01.2024 21:00,09.01.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,142,n/e,n/e
09.01.2024 21:00 - 09.01.2024 22:00,09.01.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,139,n/e,n/e
09.01.2024 22:00 - 09.01.2024 23:00,09.01.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,131,n/e,n/e
09.01.2024 23:00 - 10.01.2024 00:00,09.01.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,87,n/e,n/e
10.01.2024 00:00 - 10.01.2024 01:00,10.01.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,81,n/e,n/e
10.01.2024 01:00 - 10.01.2024 02:00,10.01.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,69,n/e,n/e
10.01.2024 02:00 - 10.01.2024 03:00,10.01.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,55,n/e,n/e
10.01.2024 03:00 - 10.01.2024 04:00,10.01.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,43,n/e,n/e
10.01.2024 04:00 - 10.01.2024 05:00,10.01.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,34,n/e,n/e
10.01.2024 05:00 - 10.01.2024 06:00,10.01.2024 05:00,0,n/e,n/e,n/e,n/e,n/e,29,n/e,n/e
10.01.2024 06:00 - 10.01.2024 07:00,10.01.2024 06:00,0,n/e,n/e,n/e,n/e,n/e,27,n/e,n/e
10.01.2024 07:00 - 10.01.2024 08:00,10.01.2024 07:00,2,n/e,n/e,n/e,n/e,n/e,30,n/e,n/e
10.01.2024 08:00 - 10.01.2024 09:00,10.01.2024 08:00,6,n/e,n/e,n/e,n/e,n/e,44,n/e,n/e
10.01.2024 09:00 - 10.01.2024 10:00,10.01.2024 09:00,10,n/e,n/e,n/e,n/e,n/e,68,n/e,n/e
10.01.2024 10:00 - 10.01.2024 11:00,10.01.2024 10:00,11,n/e,n/e,n/e,n/e,n/e,99,n/e,n/e
10.01.2024 11:00 - 10.01.2024 12:00,10.01.2024 11:00,9,n/e,n/e,n/e,n/e,n/e,132,n/e,n/e
10.01.2024 12:00 - 10.01.2024 13:00,10.01.2024 12:00,5,n/e,n/e,n/e,n/e,n/e,157,n/e,n/e
10.01.2024 13:00 - 10.01.2024 14:00,10.01.2024 13:00,1,n/e,n/e,n/e,n/e,n/e,173,n/e,n/e
10.01.2024 14:00 - 10.01.2024 15:00,10.01.2024 14:00,0,n/e,n/e,n/e,n/e,n/e,189,n/e,n/e
10.01.2024 15:00 - 10.01.2024 16:00,10.01.2024 15:00,0,n/e,n/e,n/e,n/e,n/e,204,n/e,n/e
10.01.2024 16:00 - 10.01.2024 17:00,10.01.2024 16:00,0,n/e,n/e,n/e,n/e,n/e,221,n/e,n/e
10.01.2024 17:00 - 10.01.2024 18:00,10.01.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,235,n/e,n/e
10.01.2024 18:00 - 10.01.2024 19:00,10.01.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,244,n/e,n/e
10.01.2024 19:00 - 10.01.2024 20:00,10.01.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,250,n/e,n/e
10.01.2024 20:00 - 10.01.2024 21:00,10.01.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,253,n/e,n/e
10.01.2024 21:00 - 10.01.2024 22:00,10.01.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,251,n/e,n/e
10.01.2024 22:00 - 10.01.2024 23:00,10.01.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,250,n/e,n/e
10.01.2024 23:00 - 11.01.2024 00:00,10.01.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,248,n/e,n/e
11.01.2024 00:00 - 11.01.2024 01:00,11.01.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,246,n/e,n/e
11.01.2024 01:00 - 11.01.2024 02:00,11.01.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,236,n/e,n/e
11.01.2024 02:00 - 11.01.2024 03:00,11.01.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,236,n/e,n/e
11.01.2024 03:00 - 11.01.2024 04:00,11.01.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,237,n/e,n/e
11.01.2024 04:00 - 11.01.2024 05:00,11.01.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,237,n/e,n/e
11.01.2024 05:00 - 11.01.2024 06:00,11.01.2024 05:00,0,n/e,n/e,n/e,n/e,n/e,234,n/e,n/e
11.01.2024 06:00 - 11.01.2024 07:00,11.01.2024 06:00,0,n/e,n/e,n/e,n/e,n/e,231,n/e,n/e
11.01.2024 07:00 - 11.01.2024 08:00,11.01.2024 07:00,1,n/e,n/e,n/e,n/e,n/e,233,n/e,n/e
11.01.2024 08:00 - 11.01.2024 09:00,11.01.2024 08:00,18,n/e,n/e,n/e,n/e,n/e,236,n/e,n/e
11.01.2024 09:00 - 11.01.2024 10:00,11.01.2024 09:00,37,n/e,n/e,n/e,n/e,n/e,235,n/e,n/e
11.01.2024 10:00 - 11.01.2024 11:00,11.01.2024 10:00,52,n/e,n/e,n/e,n/e,n/e,230,n/e,n/e
11.01.2024 11:00 - 11.01.2024 12:00,11.01.2024 11:00,50,n/e,n/e,n/e,n/e,n/e,221,n/e,n/e
11.01.2024 12:00 - 11.01.2024 13:00,11.01.2024 12:00,31,n/e,n/e,n/e,n/e,n/e,209,n/e,n/e
11.01.2024 13:00 - 11.01.2024 14:00,11.01.2024 13:00,5,n/e,n/e,n/e,n/e,n/e,198,n/e,n/e
11.01.2024 14:00 - 11.01.2024 15:00,11.01.2024 14:00,1,n/e,n/e,n/e,n/e,n/e,182,n/e,n/e
11.01.2024 15:00 - 11.01.2024 16:00,11.01.2024 15:00,0,n/e,n/e,n/e,n/e,n/e,163,n/e,n/e
11.01.2024 16:00 - 11.01.2024 17:00,11.01.2024 16:00,0,n/e,n/e,n/e,n/e,n/e,141,n/e,n/e
11.01.2024 17:00 - 11.01.2024 18:00,11.01.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,119,n/e,n/e
11.01.2024 18:00 - 11.01.2024 19:00,11.01.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,96,n/e,n/e
11.01.2024 19:00 - 11.01.2024 20:00,11.01.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,73,n/e,n/e
11.01.2024 20:00 - 11.01.2024 21:00,11.01.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,51,n/e,n/e
11.01.2024 21:00 - 11.01.2024 22:00,11.01.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,33,n/e,n/e
11.01.2024 22:00 - 11.01.2024 23:00,11.01.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,23,n/e,n/e
11.01.2024 23:00 - 12.01.2024 00:00,11.01.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,18,n/e,n/e
12.01.2024 00:00 - 12.01.2024 01:00,12.01.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,15,n/e,n/e
12.01.2024 01:00 - 12.01.2024 02:00,12.01.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,16,n/e,n/e
12.01.2024 02:00 - 12.01.2024 03:00,12.01.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,17,n/e,n/e
12.01.2024 03:00 - 12.01.2024 04:00,12.01.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,20,n/e,n/e
12.01.2024 04:00 - 12.01.2024 05:00,12.01.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,26,n/e,n/e
12.01.2024 05:00 - 12.01.2024 06:00,12.01.2024 05:00,0,n/e,n/e,n/e,n/e,n/e,40,n/e,n/e
12.01.2024 06:00 - 12.01.2024 07:00,12.01.2024 06:00,0,n/e,n/e,n/e,n/e,n/e,59,n/e,n/e
12.01.2024 07:00 - 12.01.2024 08:00,12.01.2024 07:00,0,n/e,n/e,n/e,n/e,n/e,74,n/e,n/e
12.01.2024 08:00 - 12.01.2024 09:00,12.01.2024 08:00,1,n/e,n/e,n/e,n/e,n/e,78,n/e,n/e
12.01.2024 09:00 - 12.01.2024 10:00,12.01.2024 09:00,3,n/e,n/e,n/e,n/e,n/e,79,n/e,n/e
12.01.2024 10:00 - 12.01.2024 11:00,12.01.2024 10:00,4,n/e,n/e,n/e,n/e,n/e,75,n/e,n/e
12.01.2024 11:00 - 12.01.2024 12:00,12.01.2024 11:00,4,n/e,n/e,n/e,n/e,n/e,82,n/e,n/e
12.01.2024 12:00 - 12.01.2024 13:00,12.01.2024 12:00,3,n/e,n/e,n/e,n/e,n/e,90,n/e,n/e
12.01.2024 13:00 - 12.01.2024 14:00,12.01.2024 13:00,1,n/e,n/e,n/e,n/e,n/e,98,n/e,n/e
12.01.2024 14:00 - 12.01.2024 15:00,12.01.2024 14:00,0,n/e,n/e,n/e,n/e,n/e,105,n/e,n/e
12.01.2024 15:00 - 12.01.2024 16:00,12.01.2024 15:00,0,n/e,n/e,n/e,n/e,n/e,107,n/e,n/e
12.01.2024 16:00 - 12.01.2024 17:00,12.01.2024 16:00,0,n/e,n/e,n/e,n/e,n/e,90,n/e,n/e
12.01.2024 17:00 - 12.01.2024 18:00,12.01.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,75,n/e,n/e
12.01.2024 18:00 - 12.01.2024 19:00,12.01.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,55,n/e,n/e
12.01.2024 19:00 - 12.01.2024 20:00,12.01.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,42,n/e,n/e
12.01.2024 20:00 - 12.01.2024 21:00,12.01.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,33,n/e,n/e
12.01.2024 21:00 - 12.01.2024 22:00,12.01.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,30,n/e,n/e
12.01.2024 22:00 - 12.01.2024 23:00,12.01.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,30,n/e,n/e
12.01.2024 23:00 - 13.01.2024 00:00,12.01.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,46,n/e,n/e
13.01.2024 00:00 - 13.01.2024 01:00,13.01.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,44,n/e,n/e
13.01.2024 01:00 - 13.01.2024 02:00,13.01.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,41,n/e,n/e
13.01.2024 02:00 - 13.01.2024 03:00,13.01.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,44,n/e,n/e
13.01.2024 03:00 - 13.01.2024 04:00,13.01.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,55,n/e,n/e
13.01.2024 04:00 - 13.01.2024 05:00,13.01.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,71,n/e,n/e
13.01.2024 05:00 - 13.01.2024 06:00,13.01.2024 05:00,0,n/e,n/e,n/e,n/e,n/e,90,n/e,n/e
13.01.2024 06:00 - 13.01.2024 07:00,13.01.2024 06:00,0,n/e,n/e,n/e,n/e,n/e,109,n/e,n/e
13.01.2024 07:00 - 13.01.2024 08:00,13.01.2024 07:00,1,n/e,n/e,n/e,n/e,n/e,127,n/e,n/e
13.01.2024 08:00 - 13.01.2024 09:00,13.01.2024 08:00,4,n/e,n/e,n/e,n/e,n/e,146,n/e,n/e
13.01.2024 09:00 - 13.01.2024 10:00,13.01.2024 09:00,7,n/e,n/e,n/e,n/e,n/e,156,n/e,n/e
13.01.2024 10:00 - 13.01.2024 11:00,13.01.2024 10:00,8,n/e,n/e,n/e,n/e,n/e,162,n/e,n/e
13.01.2024 11:00 - 13.01.2024 12:00,13.01.2024 11:00,6,n/e,n/e,n/e,n/e,n/e,166,n/e,n/e
13.01.2024 12:00 - 13.01.2024 13:00,13.01.2024 12:00,3,n/e,n/e,n/e,n/e,n/e,170,n/e,n/e
13.01.2024 13:00 - 13.01.2024 14:00,13.01.2024 13:00,1,n/e,n/e,n/e,n/e,n/e,171,n/e,n/e
13.01.2024 14:00 - 13.01.2024 15:00,13.01.2024 14:00,0,n/e,n/e,n/e,n/e,n/e,170,n/e,n/e
13.01.2024 15:00 - 13.01.2024 16:00,13.01.2024 15:00,0,n/e,n/e,n/e,n/e,n/e,168,n/e,n/e
13.01.2024 16:00 - 13.01.2024 17:00,13.01.2024 16:00,0,n/e,n/e,n/e,n/e,n/e,167,n/e,n/e
13.01.2024 17:00 - 13.01.2024 18:00,13.01.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,165,n/e,n/e
13.01.2024 18:00 - 13.01.2024 19:00,13.01.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,162,n/e,n/e
13.01.2024 19:00 - 13.01.2024 20:00,13.01.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,154,n/e,n/e
13.01.2024 20:00 - 13.01.2024 21:00,13.01.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,143,n/e,n/e
13.01.2024 21:00 - 13.01.2024 22:00,13.01.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,128,n/e,n/e
13.01.2024 22:00 - 13.01.2024 23:00,13.01.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,113,n/e,n/e
13.01.2024 23:00 - 14.01.2024 00:00,13.01.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,152,n/e,n/e
14.01.2024 00:00 - 14.01.2024 01:00,14.01.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,138,n/e,n/e
14.01.2024 01:00 - 14.01.2024 02:00,14.01.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,118,n/e,n/e
14.01.2024 02:00 - 14.01.2024 03:00,14.01.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,103,n/e,n/e
14.01.2024 03:00 - 14.01.2024 04:00,14.01.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,84,n/e,n/e
14.01.2024 04:00 - 14.01.2024 05:00,14.01.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,74,n/e,n/e
14.01.2024 05:00 - 14.01.2024 06:00,14.01.2024 05:00,0,n/e,n/e,n/e,n/e,n/e,68,n/e,n/e
14.01.2024 06:00 - 14.01.2024 07:00,14.01.2024 06:00,0,n/e,n/e,n/e,n/e,n/e,61,n/e,n/e
14.01.2024 07:00 - 14.01.2024 08:00,14.01.2024 07:00,0,n/e,n/e,n/e,n/e,n/e,54,n/e,n/e
14.01.2024 08:00 - 14.01.2024 09:00,14.01.2024 08:00,2,n/e,n/e,n/e,n/e,n/e,50,n/e,n/e
14.01.2024 09:00 - 14.01.2024 10:00,14.01.2024 09:00,4,n/e,n/e,n/e,n/e,n/e,42,n/e,n/e
14.01.2024 10:00 - 14.01.2024 11:00,14.01.2024 10:00,5,n/e,n/e,n/e,n/e,n/e,38,n/e,n/e
14.01.2024 11:00 - 14.01.2024 12:00,14.01.2024 11:00,4,n/e,n/e,n/e,n/e,n/e,31,n/e,n/e
14.01.2024 12:00 - 14.01.2024 13:00,14.01.2024 12:00,2,n/e,n/e,n/e,n/e,n/e,28,n/e,n/e
14.01.2024 13:00 - 14.01.2024 14:00,14.01.2024 13:00,1,n/e,n/e,n/e,n/e,n/e,25,n/e,n/e
14.01.2024 14:00 - 14.01.2024 15:00,14.01.2024 14:00,0,n/e,n/e,n/e,n/e,n/e,25,n/e,n/e
14.01.2024 15:00 - 14.01.2024 16:00,14.01.2024 15:00,0,n/e,n/e,n/e,n/e,n/e,26,n/e,n/e
14.01.2024 16:00 - 14.01.2024 17:00,14.01.2024 16:00,0,n/e,n/e,n/e,n/e,n/e,27,n/e,n/e
14.01.2024 17:00 - 14.01.2024 18:00,14.01.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,28,n/e,n/e
14.01.2024 18:00 - 14.01.2024 19:00,14.01.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,28,n/e,n/e
14.01.2024 19:00 - 14.01.2024 20:00,14.01.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,29,n/e,n/e
14.01.2024 20:00 - 14.01.2024 21:00,14.01.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,34,n/e,n/e
14.01.2024 21:00 - 14.01.2024 22:00,14.01.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,38,n/e,n/e
14.01.2024 22:00 - 14.01.2024 23:00,14.01.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,44,n/e,n/e
14.01.2024 23:00 - 15.01.2024 00:00,14.01.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,8,n/e,n/e
15.01.2024 00:00 - 15.01.2024 01:00,15.01.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,7,n/e,n/e
15.01.2024 01:00 - 15.01.2024 02:00,15.01.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,7,n/e,n/e
15.01.2024 02:00 - 15.01.2024 03:00,15.01.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,8,n/e,n/e
15.01.2024 03:00 - 15.01.2024 04:00,15.01.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,9,n/e,n/e
15.01.2024 04:00 - 15.01.2024 05:00,15.01.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,10,n/e,n/e
15.01.2024 05:00 - 15.01.2024 06:00,15.01.2024 05:00,0,n/e,n/e,n/e,n/e,n/e,13,n/e,n/e
15.01.2024 06:00 - 15.01.2024 07:00,15.01.2024 06:00,0,n/e,n/e,n/e,n/e,n/e,17,n/e,n/e
15.01.2024 07:00 - 15.01.2024 08:00,15.01.2024 07:00,0,n/e,n/e,n/e,n/e,n/e,21,n/e,n/e
15.01.2024 08:00 - 15.01.2024 09:00,15.01.2024 08:00,1,n/e,n/e,n/e,n/e,n/e,28,n/e,n/e
15.01.2024 09:00 - 15.01.2024 10:00,15.01.2024 09:00,3,n/e,n/e,n/e,n/e,n/e,36,n/e,n/e
15.01.2024 10:00 - 15.01.2024 11:00,15.01.2024 10:00,4,n/e,n/e,n/e,n/e,n/e,44,n/e,n/e
15.01.2024 11:00 - 15.01.2024 12:00,15.01.2024 11:00,3,n/e,n/e,n/e,n/e,n/e,54,n/e,n/e
15.01.2024 12:00 - 15.01.2024 13:00,15.01.2024 12:00,2,n/e,n/e,n/e,n/e,n/e,68,n/e,n/e
15.01.2024 13:00 - 15.01.2024 14:00,15.01.2024 13:00,0,n/e,n/e,n/e,n/e,n/e,87,n/e,n/e
15.01.2024 14:00 - 15.01.2024 15:00,15.01.2024 14:00,0,n/e,n/e,n/e,n/e,n/e,104,n/e,n/e
15.01.2024 15:00 - 15.01.2024 16:00,15.01.2024 15:00,0,n/e,n/e,n/e,n/e,n/e,119,n/e,n/e
15.01.2024 16:00 - 15.01.2024 17:00,15.01.2024 16:00,0,n/e,n/e,n/e,n/e,n/e,134,n/e,n/e
15.01.2024 17:00 - 15.01.2024 18:00,15.01.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,146,n/e,n/e
15.01.2024 18:00 - 15.01.2024 19:00,15.01.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,157,n/e,n/e
15.01.2024 19:00 - 15.01.2024 20:00,15.01.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,167,n/e,n/e
15.01.2024 20:00 - 15.01.2024 21:00,15.01.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,174,n/e,n/e
15.01.2024 21:00 - 15.01.2024 22:00,15.01.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,188,n/e,n/e
15.01.2024 22:00 - 15.01.2024 23:00,15.01.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,190,n/e,n/e
15.01.2024 23:00 - 16.01.2024 00:00,15.01.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,188,n/e,n/e
16.01.2024 00:00 - 16.01.2024 01:00,16.01.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,190,n/e,n/e
16.01.2024 01:00 - 16.01.2024 02:00,16.01.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,194,n/e,n/e
16.01.2024 02:00 - 16.01.2024 03:00,16.01.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,198,n/e,n/e
16.01.2024 03:00 - 16.01.2024 04:00,16.01.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,201,n/e,n/e
16.01.2024 04:00 - 16.01.2024 05:00,16.01.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,203,n/e,n/e
16.01.2024 05:00 - 16.01.2024 06:00,16.01.2024 05:00,0,n/e,n/e,n/e,n/e,n/e,202,n/e,n/e
16.01.2024 06:00 - 16.01.2024 07:00,16.01.2024 06:00,0,n/e,n/e,n/e,n/e,n/e,199,n/e,n/e
16.01.2024 07:00 - 16.01.2024 08:00,16.01.2024 07:00,1,n/e,n/e,n/e,n/e,n/e,196,n/e,n/e
16.01.2024 08:00 - 16.01.2024 09:00,16.01.2024 08:00,2,n/e,n/e,n/e,n/e,n/e,195,n/e,n/e
16.01.2024 09:00 - 16.01.2024 10:00,16.01.2024 09:00,6,n/e,n/e,n/e,n/e,n/e,193,n/e,n/e
16.01.2024 10:00 - 16.01.2024 11:00,16.01.2024 10:00,7,n/e,n/e,n/e,n/e,n/e,190,n/e,n/e
16.01.2024 11:00 - 16.01.2024 12:00,16.01.2024 11:00,7,n/e,n/e,n/e,n/e,n/e,186,n/e,n/e
16.01.2024 12:00 - 16.01.2024 13:00,16.01.2024 12:00,4,n/e,n/e,n/e,n/e,n/e,180,n/e,n/e
16.01.2024 13:00 - 16.01.2024 14:00,16.01.2024 13:00,1,n/e,n/e,n/e,n/e,n/e,173,n/e,n/e
16.01.2024 14:00 - 16.01.2024 15:00,16.01.2024 14:00,0,n/e,n/e,n/e,n/e,n/e,167,n/e,n/e
16.01.2024 15:00 - 16.01.2024 16:00,16.01.2024 15:00,0,n/e,n/e,n/e,n/e,n/e,160,n/e,n/e
16.01.2024 16:00 - 16.01.2024 17:00,16.01.2024 16:00,0,n/e,n/e,n/e,n/e,n/e,147,n/e,n/e
16.01.2024 17:00 - 16.01.2024 18:00,16.01.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,130,n/e,n/e
16.01.2024 18:00 - 16.01.2024 19:00,16.01.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,113,n/e,n/e
16.01.2024 19:00 - 16.01.2024 20:00,16.01.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,99,n/e,n/e
16.01.2024 20:00 - 16.01.2024 21:00,16.01.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,82,n/e,n/e
16.01.2024 21:00 - 16.01.2024 22:00,16.01.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,78,n/e,n/e
16.01.2024 22:00 - 16.01.2024 23:00,16.01.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,83,n/e,n/e
16.01.2024 23:00 - 17.01.2024 00:00,16.01.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,91,n/e,n/e
17.01.2024 00:00 - 17.01.2024 01:00,17.01.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,94,n/e,n/e
17.01.2024 01:00 - 17.01.2024 02:00,17.01.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,93,n/e,n/e
17.01.2024 02:00 - 17.01.2024 03:00,17.01.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,89,n/e,n/e
17.01.2024 03:00 - 17.01.2024 04:00,17.01.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,84,n/e,n/e
17.01.2024 04:00 - 17.01.2024 05:00,17.01.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,87,n/e,n/e
17.01.2024 05:00 - 17.01.2024 06:00,17.01.2024 05:00,0,n/e,n/e,n/e,n/e,n/e,95,n/e,n/e
17.01.2024 06:00 - 17.01.2024 07:00,17.01.2024 06:00,0,n/e,n/e,n/e,n/e,n/e,115,n/e,n/e
17.01.2024 07:00 - 17.01.2024 08:00,17.01.2024 07:00,2,n/e,n/e,n/e,n/e,n/e,133,n/e,n/e
17.01.2024 08:00 - 17.01.2024 09:00,17.01.2024 08:00,12,n/e,n/e,n/e,n/e,n/e,148,n/e,n/e
17.01.2024 09:00 - 17.01.2024 10:00,17.01.2024 09:00,23,n/e,n/e,n/e,n/e,n/e,158,n/e,n/e
17.01.2024 10:00 - 17.01.2024 11:00,17.01.2024 10:00,29,n/e,n/e,n/e,n/e,n/e,165,n/e,n/e
17.01.2024 11:00 - 17.01.2024 12:00,17.01.2024 11:00,26,n/e,n/e,n/e,n/e,n/e,171,n/e,n/e
17.01.2024 12:00 - 17.01.2024 13:00,17.01.2024 12:00,17,n/e,n/e,n/e,n/e,n/e,181,n/e,n/e
17.01.2024 13:00 - 17.01.2024 14:00,17.01.2024 13:00,6,n/e,n/e,n/e,n/e,n/e,191,n/e,n/e
17.01.2024 14:00 - 17.01.2024 15:00,17.01.2024 14:00,2,n/e,n/e,n/e,n/e,n/e,205,n/e,n/e
17.01.2024 15:00 - 17.01.2024 16:00,17.01.2024 15:00,0,n/e,n/e,n/e,n/e,n/e,220,n/e,n/e
17.01.2024 16:00 - 17.01.2024 17:00,17.01.2024 16:00,0,n/e,n/e,n/e,n/e,n/e,236,n/e,n/e
17.01.2024 17:00 - 17.01.2024 18:00,17.01.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,243,n/e,n/e
17.01.2024 18:00 - 17.01.2024 19:00,17.01.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,251,n/e,n/e
17.01.2024 19:00 - 17.01.2024 20:00,17.01.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,255,n/e,n/e
17.01.2024 20:00 - 17.01.2024 21:00,17.01.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,258,n/e,n/e
17.01.2024 21:00 - 17.01.2024 22:00,17.01.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,259,n/e,n/e
